$0;1713136298687340582;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;3537436769811169281;1713136298686504235;1713136298687017540;93b7bb4567d1;1;1
$0;1713136298687474102;public long tools.descartes.teastore.persistence.domain.CategoryRepository.createEntity(tools.descartes.teastore.entities.Category);<no-session-id>;3537436769811169281;1713136298650006747;1713136298687463773;93b7bb4567d1;0;0
$0;1713136298710965184;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;3537436769811169282;1713136298710936180;1713136298710946842;93b7bb4567d1;1;1
$0;1713136298711028422;public long tools.descartes.teastore.persistence.domain.CategoryRepository.createEntity(tools.descartes.teastore.entities.Category);<no-session-id>;3537436769811169282;1713136298687502589;1713136298711021146;93b7bb4567d1;0;0
$0;1713136298721121357;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;3537436769811169283;1713136298721105168;1713136298721108895;93b7bb4567d1;1;1
$0;1713136298721191538;public long tools.descartes.teastore.persistence.domain.CategoryRepository.createEntity(tools.descartes.teastore.entities.Category);<no-session-id>;3537436769811169283;1713136298711067090;1713136298721184260;93b7bb4567d1;0;0
$0;1713136298725427626;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;3537436769811169284;1713136298725415594;1713136298725418952;93b7bb4567d1;1;1
$0;1713136298725469536;public long tools.descartes.teastore.persistence.domain.CategoryRepository.createEntity(tools.descartes.teastore.entities.Category);<no-session-id>;3537436769811169284;1713136298721227570;1713136298725462837;93b7bb4567d1;0;0
$0;1713136298735484015;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;3537436769811169285;1713136298735470727;1713136298735474205;93b7bb4567d1;1;1
$0;1713136298735535547;public long tools.descartes.teastore.persistence.domain.CategoryRepository.createEntity(tools.descartes.teastore.entities.Category);<no-session-id>;3537436769811169285;1713136298725509572;1713136298735528714;93b7bb4567d1;0;0
$0;1713136298834420096;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;3537436769811169286;1713136298834398482;1713136298834403341;93b7bb4567d1;0;0
$0;1713136298947613278;public void tools.descartes.teastore.persistence.domain.PersistenceProduct.setCategory(tools.descartes.teastore.persistence.domain.PersistenceCategory);<no-session-id>;3537436769811169287;1713136298947573535;1713136298947584193;93b7bb4567d1;1;1
$0;1713136298988320467;public long tools.descartes.teastore.persistence.domain.PersistenceProduct.getId();<no-session-id>;3537436769811169287;1713136298988290476;1713136298988304381;93b7bb4567d1;2;1
$0;1713136298988396964;public long tools.descartes.teastore.persistence.domain.ProductRepository.createEntity(tools.descartes.teastore.entities.Product);<no-session-id>;3537436769811169287;1713136298944681902;1713136298988389429;93b7bb4567d1;0;0
$0;1713136298988468247;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;3537436769811169288;1713136298988458928;1713136298988461745;93b7bb4567d1;0;0
$0;1713136298988832223;public void tools.descartes.teastore.persistence.domain.PersistenceProduct.setCategory(tools.descartes.teastore.persistence.domain.PersistenceCategory);<no-session-id>;3537436769811169289;1713136298988821307;1713136298988824244;93b7bb4567d1;1;1
$0;1713136299010718350;public long tools.descartes.teastore.persistence.domain.PersistenceProduct.getId();<no-session-id>;3537436769811169289;1713136299010697712;1713136299010702419;93b7bb4567d1;2;1
$0;1713136299010780296;public long tools.descartes.teastore.persistence.domain.ProductRepository.createEntity(tools.descartes.teastore.entities.Product);<no-session-id>;3537436769811169289;1713136298988499847;1713136299010772940;93b7bb4567d1;0;0
$0;1713136299010849519;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;3537436769811169290;1713136299010840278;1713136299010842800;93b7bb4567d1;0;0
$0;1713136299011250359;public void tools.descartes.teastore.persistence.domain.PersistenceProduct.setCategory(tools.descartes.teastore.persistence.domain.PersistenceCategory);<no-session-id>;3537436769811169291;1713136299011239363;1713136299011242212;93b7bb4567d1;1;1
$0;1713136299015863067;public long tools.descartes.teastore.persistence.domain.PersistenceProduct.getId();<no-session-id>;3537436769811169291;1713136299015851343;1713136299015854581;93b7bb4567d1;2;1
$0;1713136299015914639;public long tools.descartes.teastore.persistence.domain.ProductRepository.createEntity(tools.descartes.teastore.entities.Product);<no-session-id>;3537436769811169291;1713136299010883058;1713136299015900608;93b7bb4567d1;0;0
$0;1713136299015993429;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;3537436769811169292;1713136299015977502;1713136299015980045;93b7bb4567d1;0;0
$0;1713136299016303020;public void tools.descartes.teastore.persistence.domain.PersistenceProduct.setCategory(tools.descartes.teastore.persistence.domain.PersistenceCategory);<no-session-id>;3537436769811169293;1713136299016291919;1713136299016294940;93b7bb4567d1;1;1
$0;1713136299032717145;public long tools.descartes.teastore.persistence.domain.PersistenceProduct.getId();<no-session-id>;3537436769811169293;1713136299032699155;1713136299032703819;93b7bb4567d1;2;1
$0;1713136299032774271;public long tools.descartes.teastore.persistence.domain.ProductRepository.createEntity(tools.descartes.teastore.entities.Product);<no-session-id>;3537436769811169293;1713136299016027082;1713136299032767355;93b7bb4567d1;0;0
$0;1713136299037924317;public long tools.descartes.teastore.persistence.domain.PersistenceCategory.getId();<no-session-id>;3537436769811169294;1713136299037911896;1713136299037914882;93b7bb4567d1;0;0
$0;1713136299038600535;public void tools.descartes.teastore.persistence.domain.PersistenceProduct.setCategory(tools.descartes.teastore.persistence.domain.PersistenceCategory);<no-session-id>;3537436769811169295;1713136299038589649;1713136299038592756;93b7bb4567d1;1;1
